state,is_state,name,date,label,count
OK,TRUE,Oklahoma,2015-05-01,Cocaine (T40.5),33
OK,TRUE,Oklahoma,2015-06-01,Cocaine (T40.5),30
OK,TRUE,Oklahoma,2015-07-01,Cocaine (T40.5),31
OK,TRUE,Oklahoma,2015-08-01,Cocaine (T40.5),29
OK,TRUE,Oklahoma,2015-09-01,Cocaine (T40.5),29
OK,TRUE,Oklahoma,2015-10-01,Cocaine (T40.5),30
OK,TRUE,Oklahoma,2015-11-01,Cocaine (T40.5),30
OK,TRUE,Oklahoma,2015-12-01,Cocaine (T40.5),30
OK,TRUE,Oklahoma,2016-01-01,Cocaine (T40.5),29
OK,TRUE,Oklahoma,2016-02-01,Cocaine (T40.5),24
OK,TRUE,Oklahoma,2016-03-01,Cocaine (T40.5),22
OK,TRUE,Oklahoma,2016-04-01,Cocaine (T40.5),24
OK,TRUE,Oklahoma,2016-05-01,Cocaine (T40.5),26
OK,TRUE,Oklahoma,2016-06-01,Cocaine (T40.5),24
OK,TRUE,Oklahoma,2016-07-01,Cocaine (T40.5),27
OK,TRUE,Oklahoma,2016-08-01,Cocaine (T40.5),26
OK,TRUE,Oklahoma,2016-09-01,Cocaine (T40.5),27
OK,TRUE,Oklahoma,2016-10-01,Cocaine (T40.5),30
OK,TRUE,Oklahoma,2016-11-01,Cocaine (T40.5),32
OK,TRUE,Oklahoma,2016-12-01,Cocaine (T40.5),30
OK,TRUE,Oklahoma,2017-01-01,Cocaine (T40.5),32
OK,TRUE,Oklahoma,2017-02-01,Cocaine (T40.5),31
OK,TRUE,Oklahoma,2017-03-01,Cocaine (T40.5),33
OK,TRUE,Oklahoma,2017-04-01,Cocaine (T40.5),36
OK,TRUE,Oklahoma,2017-05-01,Cocaine (T40.5),36
OK,TRUE,Oklahoma,2017-06-01,Cocaine (T40.5),41
OK,TRUE,Oklahoma,2017-07-01,Cocaine (T40.5),40
OK,TRUE,Oklahoma,2017-08-01,Cocaine (T40.5),44
OK,TRUE,Oklahoma,2017-09-01,Cocaine (T40.5),44
OK,TRUE,Oklahoma,2017-10-01,Cocaine (T40.5),40
OK,TRUE,Oklahoma,2015-01-01,Heroin (T40.1),27
OK,TRUE,Oklahoma,2015-02-01,Heroin (T40.1),27
OK,TRUE,Oklahoma,2015-03-01,Heroin (T40.1),28
OK,TRUE,Oklahoma,2015-04-01,Heroin (T40.1),29
OK,TRUE,Oklahoma,2015-05-01,Heroin (T40.1),27
OK,TRUE,Oklahoma,2015-06-01,Heroin (T40.1),26
OK,TRUE,Oklahoma,2015-07-01,Heroin (T40.1),26
OK,TRUE,Oklahoma,2015-08-01,Heroin (T40.1),25
OK,TRUE,Oklahoma,2015-09-01,Heroin (T40.1),23
OK,TRUE,Oklahoma,2015-10-01,Heroin (T40.1),24
OK,TRUE,Oklahoma,2015-11-01,Heroin (T40.1),28
OK,TRUE,Oklahoma,2015-12-01,Heroin (T40.1),32
OK,TRUE,Oklahoma,2016-01-01,Heroin (T40.1),34
OK,TRUE,Oklahoma,2016-02-01,Heroin (T40.1),34
OK,TRUE,Oklahoma,2016-03-01,Heroin (T40.1),34
OK,TRUE,Oklahoma,2016-04-01,Heroin (T40.1),38
OK,TRUE,Oklahoma,2016-05-01,Heroin (T40.1),45
OK,TRUE,Oklahoma,2016-06-01,Heroin (T40.1),44
OK,TRUE,Oklahoma,2016-07-01,Heroin (T40.1),46
OK,TRUE,Oklahoma,2016-08-01,Heroin (T40.1),47
OK,TRUE,Oklahoma,2016-09-01,Heroin (T40.1),50
OK,TRUE,Oklahoma,2016-10-01,Heroin (T40.1),52
OK,TRUE,Oklahoma,2016-11-01,Heroin (T40.1),51
OK,TRUE,Oklahoma,2016-12-01,Heroin (T40.1),48
OK,TRUE,Oklahoma,2017-01-01,Heroin (T40.1),51
OK,TRUE,Oklahoma,2017-02-01,Heroin (T40.1),56
OK,TRUE,Oklahoma,2017-03-01,Heroin (T40.1),61
OK,TRUE,Oklahoma,2017-04-01,Heroin (T40.1),61
OK,TRUE,Oklahoma,2017-05-01,Heroin (T40.1),55
OK,TRUE,Oklahoma,2017-06-01,Heroin (T40.1),62
OK,TRUE,Oklahoma,2017-07-01,Heroin (T40.1),65
OK,TRUE,Oklahoma,2017-08-01,Heroin (T40.1),65
OK,TRUE,Oklahoma,2017-09-01,Heroin (T40.1),65
OK,TRUE,Oklahoma,2017-10-01,Heroin (T40.1),61
OK,TRUE,Oklahoma,2015-01-01,Methadone (T40.3),71
OK,TRUE,Oklahoma,2015-02-01,Methadone (T40.3),70
OK,TRUE,Oklahoma,2015-03-01,Methadone (T40.3),66
OK,TRUE,Oklahoma,2015-04-01,Methadone (T40.3),66
OK,TRUE,Oklahoma,2015-05-01,Methadone (T40.3),67
OK,TRUE,Oklahoma,2015-06-01,Methadone (T40.3),65
OK,TRUE,Oklahoma,2015-07-01,Methadone (T40.3),65
OK,TRUE,Oklahoma,2015-08-01,Methadone (T40.3),62
OK,TRUE,Oklahoma,2015-09-01,Methadone (T40.3),63
OK,TRUE,Oklahoma,2015-10-01,Methadone (T40.3),65
OK,TRUE,Oklahoma,2015-11-01,Methadone (T40.3),68
OK,TRUE,Oklahoma,2015-12-01,Methadone (T40.3),62
OK,TRUE,Oklahoma,2016-01-01,Methadone (T40.3),56
OK,TRUE,Oklahoma,2016-02-01,Methadone (T40.3),60
OK,TRUE,Oklahoma,2016-03-01,Methadone (T40.3),52
OK,TRUE,Oklahoma,2016-04-01,Methadone (T40.3),52
OK,TRUE,Oklahoma,2016-05-01,Methadone (T40.3),52
OK,TRUE,Oklahoma,2016-06-01,Methadone (T40.3),48
OK,TRUE,Oklahoma,2016-07-01,Methadone (T40.3),46
OK,TRUE,Oklahoma,2016-08-01,Methadone (T40.3),45
OK,TRUE,Oklahoma,2016-09-01,Methadone (T40.3),44
OK,TRUE,Oklahoma,2016-10-01,Methadone (T40.3),44
OK,TRUE,Oklahoma,2016-11-01,Methadone (T40.3),41
OK,TRUE,Oklahoma,2016-12-01,Methadone (T40.3),44
OK,TRUE,Oklahoma,2017-01-01,Methadone (T40.3),43
OK,TRUE,Oklahoma,2017-02-01,Methadone (T40.3),39
OK,TRUE,Oklahoma,2017-03-01,Methadone (T40.3),39
OK,TRUE,Oklahoma,2017-04-01,Methadone (T40.3),41
OK,TRUE,Oklahoma,2017-05-01,Methadone (T40.3),38
OK,TRUE,Oklahoma,2017-06-01,Methadone (T40.3),39
OK,TRUE,Oklahoma,2017-07-01,Methadone (T40.3),41
OK,TRUE,Oklahoma,2017-08-01,Methadone (T40.3),37
OK,TRUE,Oklahoma,2017-09-01,Methadone (T40.3),34
OK,TRUE,Oklahoma,2017-10-01,Methadone (T40.3),32
OK,TRUE,Oklahoma,2015-01-01,Natural & semi-synthetic opioids (T40.2),368
OK,TRUE,Oklahoma,2015-02-01,Natural & semi-synthetic opioids (T40.2),353
OK,TRUE,Oklahoma,2015-03-01,Natural & semi-synthetic opioids (T40.2),351
OK,TRUE,Oklahoma,2015-04-01,Natural & semi-synthetic opioids (T40.2),353
OK,TRUE,Oklahoma,2015-05-01,Natural & semi-synthetic opioids (T40.2),340
OK,TRUE,Oklahoma,2015-06-01,Natural & semi-synthetic opioids (T40.2),320
OK,TRUE,Oklahoma,2015-07-01,Natural & semi-synthetic opioids (T40.2),313
OK,TRUE,Oklahoma,2015-08-01,Natural & semi-synthetic opioids (T40.2),300
OK,TRUE,Oklahoma,2015-09-01,Natural & semi-synthetic opioids (T40.2),288
OK,TRUE,Oklahoma,2015-10-01,Natural & semi-synthetic opioids (T40.2),284
OK,TRUE,Oklahoma,2015-11-01,Natural & semi-synthetic opioids (T40.2),284
OK,TRUE,Oklahoma,2015-12-01,Natural & semi-synthetic opioids (T40.2),282
OK,TRUE,Oklahoma,2016-01-01,Natural & semi-synthetic opioids (T40.2),270
OK,TRUE,Oklahoma,2016-02-01,Natural & semi-synthetic opioids (T40.2),276
OK,TRUE,Oklahoma,2016-03-01,Natural & semi-synthetic opioids (T40.2),269
OK,TRUE,Oklahoma,2016-04-01,Natural & semi-synthetic opioids (T40.2),275
OK,TRUE,Oklahoma,2016-05-01,Natural & semi-synthetic opioids (T40.2),267
OK,TRUE,Oklahoma,2016-06-01,Natural & semi-synthetic opioids (T40.2),266
OK,TRUE,Oklahoma,2016-07-01,Natural & semi-synthetic opioids (T40.2),275
OK,TRUE,Oklahoma,2016-08-01,Natural & semi-synthetic opioids (T40.2),287
OK,TRUE,Oklahoma,2016-09-01,Natural & semi-synthetic opioids (T40.2),278
OK,TRUE,Oklahoma,2016-10-01,Natural & semi-synthetic opioids (T40.2),282
OK,TRUE,Oklahoma,2016-11-01,Natural & semi-synthetic opioids (T40.2),277
OK,TRUE,Oklahoma,2016-12-01,Natural & semi-synthetic opioids (T40.2),282
OK,TRUE,Oklahoma,2017-01-01,Natural & semi-synthetic opioids (T40.2),289
OK,TRUE,Oklahoma,2017-02-01,Natural & semi-synthetic opioids (T40.2),282
OK,TRUE,Oklahoma,2017-03-01,Natural & semi-synthetic opioids (T40.2),281
OK,TRUE,Oklahoma,2017-04-01,Natural & semi-synthetic opioids (T40.2),269
OK,TRUE,Oklahoma,2017-05-01,Natural & semi-synthetic opioids (T40.2),272
OK,TRUE,Oklahoma,2017-06-01,Natural & semi-synthetic opioids (T40.2),278
OK,TRUE,Oklahoma,2017-07-01,Natural & semi-synthetic opioids (T40.2),264
OK,TRUE,Oklahoma,2017-08-01,Natural & semi-synthetic opioids (T40.2),249
OK,TRUE,Oklahoma,2017-09-01,Natural & semi-synthetic opioids (T40.2),248
OK,TRUE,Oklahoma,2017-10-01,Natural & semi-synthetic opioids (T40.2),232
OK,TRUE,Oklahoma,2015-01-01,Number of Deaths,37788
OK,TRUE,Oklahoma,2015-02-01,Number of Deaths,37978
OK,TRUE,Oklahoma,2015-03-01,Number of Deaths,38043
OK,TRUE,Oklahoma,2015-04-01,Number of Deaths,38006
OK,TRUE,Oklahoma,2015-05-01,Number of Deaths,37987
OK,TRUE,Oklahoma,2015-06-01,Number of Deaths,38139
OK,TRUE,Oklahoma,2015-07-01,Number of Deaths,38193
OK,TRUE,Oklahoma,2015-08-01,Number of Deaths,38289
OK,TRUE,Oklahoma,2015-09-01,Number of Deaths,38243
OK,TRUE,Oklahoma,2015-10-01,Number of Deaths,38260
OK,TRUE,Oklahoma,2015-11-01,Number of Deaths,38278
OK,TRUE,Oklahoma,2015-12-01,Number of Deaths,38321
OK,TRUE,Oklahoma,2016-01-01,Number of Deaths,38029
OK,TRUE,Oklahoma,2016-02-01,Number of Deaths,37936
OK,TRUE,Oklahoma,2016-03-01,Number of Deaths,37812
OK,TRUE,Oklahoma,2016-04-01,Number of Deaths,37844
OK,TRUE,Oklahoma,2016-05-01,Number of Deaths,38008
OK,TRUE,Oklahoma,2016-06-01,Number of Deaths,37839
OK,TRUE,Oklahoma,2016-07-01,Number of Deaths,37797
OK,TRUE,Oklahoma,2016-08-01,Number of Deaths,37894
OK,TRUE,Oklahoma,2016-09-01,Number of Deaths,38045
OK,TRUE,Oklahoma,2016-10-01,Number of Deaths,38045
OK,TRUE,Oklahoma,2016-11-01,Number of Deaths,38040
OK,TRUE,Oklahoma,2016-12-01,Number of Deaths,38170
OK,TRUE,Oklahoma,2017-01-01,Number of Deaths,38346
OK,TRUE,Oklahoma,2017-02-01,Number of Deaths,38519
OK,TRUE,Oklahoma,2017-03-01,Number of Deaths,38614
OK,TRUE,Oklahoma,2017-04-01,Number of Deaths,38739
OK,TRUE,Oklahoma,2017-05-01,Number of Deaths,38680
OK,TRUE,Oklahoma,2017-06-01,Number of Deaths,38864
OK,TRUE,Oklahoma,2017-07-01,Number of Deaths,38990
OK,TRUE,Oklahoma,2017-08-01,Number of Deaths,38995
OK,TRUE,Oklahoma,2017-09-01,Number of Deaths,39058
OK,TRUE,Oklahoma,2017-10-01,Number of Deaths,39126
OK,TRUE,Oklahoma,2015-01-01,Number of Drug Overdose Deaths,794
OK,TRUE,Oklahoma,2015-02-01,Number of Drug Overdose Deaths,773
OK,TRUE,Oklahoma,2015-03-01,Number of Drug Overdose Deaths,771
OK,TRUE,Oklahoma,2015-04-01,Number of Drug Overdose Deaths,766
OK,TRUE,Oklahoma,2015-05-01,Number of Drug Overdose Deaths,752
OK,TRUE,Oklahoma,2015-06-01,Number of Drug Overdose Deaths,738
OK,TRUE,Oklahoma,2015-07-01,Number of Drug Overdose Deaths,733
OK,TRUE,Oklahoma,2015-08-01,Number of Drug Overdose Deaths,727
OK,TRUE,Oklahoma,2015-09-01,Number of Drug Overdose Deaths,718
OK,TRUE,Oklahoma,2015-10-01,Number of Drug Overdose Deaths,723
OK,TRUE,Oklahoma,2015-11-01,Number of Drug Overdose Deaths,727
OK,TRUE,Oklahoma,2015-12-01,Number of Drug Overdose Deaths,722
OK,TRUE,Oklahoma,2016-01-01,Number of Drug Overdose Deaths,696
OK,TRUE,Oklahoma,2016-02-01,Number of Drug Overdose Deaths,710
OK,TRUE,Oklahoma,2016-03-01,Number of Drug Overdose Deaths,698
OK,TRUE,Oklahoma,2016-04-01,Number of Drug Overdose Deaths,712
OK,TRUE,Oklahoma,2016-05-01,Number of Drug Overdose Deaths,734
OK,TRUE,Oklahoma,2016-06-01,Number of Drug Overdose Deaths,727
OK,TRUE,Oklahoma,2016-07-01,Number of Drug Overdose Deaths,752
OK,TRUE,Oklahoma,2016-08-01,Number of Drug Overdose Deaths,768
OK,TRUE,Oklahoma,2016-09-01,Number of Drug Overdose Deaths,761
OK,TRUE,Oklahoma,2016-10-01,Number of Drug Overdose Deaths,776
OK,TRUE,Oklahoma,2016-11-01,Number of Drug Overdose Deaths,776
OK,TRUE,Oklahoma,2016-12-01,Number of Drug Overdose Deaths,803
OK,TRUE,Oklahoma,2017-01-01,Number of Drug Overdose Deaths,831
OK,TRUE,Oklahoma,2017-02-01,Number of Drug Overdose Deaths,834
OK,TRUE,Oklahoma,2017-03-01,Number of Drug Overdose Deaths,845
OK,TRUE,Oklahoma,2017-04-01,Number of Drug Overdose Deaths,848
OK,TRUE,Oklahoma,2017-05-01,Number of Drug Overdose Deaths,829
OK,TRUE,Oklahoma,2017-06-01,Number of Drug Overdose Deaths,848
OK,TRUE,Oklahoma,2017-07-01,Number of Drug Overdose Deaths,847
OK,TRUE,Oklahoma,2017-08-01,Number of Drug Overdose Deaths,817
OK,TRUE,Oklahoma,2017-09-01,Number of Drug Overdose Deaths,820
OK,TRUE,Oklahoma,2017-10-01,Number of Drug Overdose Deaths,790
OK,TRUE,Oklahoma,2015-01-01,"Opioids (T40.0-T40.4,T40.6)",505
OK,TRUE,Oklahoma,2015-02-01,"Opioids (T40.0-T40.4,T40.6)",492
OK,TRUE,Oklahoma,2015-03-01,"Opioids (T40.0-T40.4,T40.6)",487
OK,TRUE,Oklahoma,2015-04-01,"Opioids (T40.0-T40.4,T40.6)",496
OK,TRUE,Oklahoma,2015-05-01,"Opioids (T40.0-T40.4,T40.6)",482
OK,TRUE,Oklahoma,2015-06-01,"Opioids (T40.0-T40.4,T40.6)",470
OK,TRUE,Oklahoma,2015-07-01,"Opioids (T40.0-T40.4,T40.6)",463
OK,TRUE,Oklahoma,2015-08-01,"Opioids (T40.0-T40.4,T40.6)",444
OK,TRUE,Oklahoma,2015-09-01,"Opioids (T40.0-T40.4,T40.6)",432
OK,TRUE,Oklahoma,2015-10-01,"Opioids (T40.0-T40.4,T40.6)",431
OK,TRUE,Oklahoma,2015-11-01,"Opioids (T40.0-T40.4,T40.6)",434
OK,TRUE,Oklahoma,2015-12-01,"Opioids (T40.0-T40.4,T40.6)",427
OK,TRUE,Oklahoma,2016-01-01,"Opioids (T40.0-T40.4,T40.6)",411
OK,TRUE,Oklahoma,2016-02-01,"Opioids (T40.0-T40.4,T40.6)",420
OK,TRUE,Oklahoma,2016-03-01,"Opioids (T40.0-T40.4,T40.6)",409
OK,TRUE,Oklahoma,2016-04-01,"Opioids (T40.0-T40.4,T40.6)",410
OK,TRUE,Oklahoma,2016-05-01,"Opioids (T40.0-T40.4,T40.6)",414
OK,TRUE,Oklahoma,2016-06-01,"Opioids (T40.0-T40.4,T40.6)",401
OK,TRUE,Oklahoma,2016-07-01,"Opioids (T40.0-T40.4,T40.6)",411
OK,TRUE,Oklahoma,2016-08-01,"Opioids (T40.0-T40.4,T40.6)",425
OK,TRUE,Oklahoma,2016-09-01,"Opioids (T40.0-T40.4,T40.6)",420
OK,TRUE,Oklahoma,2016-10-01,"Opioids (T40.0-T40.4,T40.6)",425
OK,TRUE,Oklahoma,2016-11-01,"Opioids (T40.0-T40.4,T40.6)",418
OK,TRUE,Oklahoma,2016-12-01,"Opioids (T40.0-T40.4,T40.6)",432
OK,TRUE,Oklahoma,2017-01-01,"Opioids (T40.0-T40.4,T40.6)",448
OK,TRUE,Oklahoma,2017-02-01,"Opioids (T40.0-T40.4,T40.6)",446
OK,TRUE,Oklahoma,2017-03-01,"Opioids (T40.0-T40.4,T40.6)",448
OK,TRUE,Oklahoma,2017-04-01,"Opioids (T40.0-T40.4,T40.6)",447
OK,TRUE,Oklahoma,2017-05-01,"Opioids (T40.0-T40.4,T40.6)",438
OK,TRUE,Oklahoma,2017-06-01,"Opioids (T40.0-T40.4,T40.6)",451
OK,TRUE,Oklahoma,2017-07-01,"Opioids (T40.0-T40.4,T40.6)",449
OK,TRUE,Oklahoma,2017-08-01,"Opioids (T40.0-T40.4,T40.6)",427
OK,TRUE,Oklahoma,2017-09-01,"Opioids (T40.0-T40.4,T40.6)",423
OK,TRUE,Oklahoma,2017-10-01,"Opioids (T40.0-T40.4,T40.6)",400
OK,TRUE,Oklahoma,2015-01-01,Percent with drugs specified,96.0957178841
OK,TRUE,Oklahoma,2015-02-01,Percent with drugs specified,96.5071151358
OK,TRUE,Oklahoma,2015-03-01,Percent with drugs specified,96.3683527886
OK,TRUE,Oklahoma,2015-04-01,Percent with drugs specified,96.8668407311
OK,TRUE,Oklahoma,2015-05-01,Percent with drugs specified,96.9414893617
OK,TRUE,Oklahoma,2015-06-01,Percent with drugs specified,96.8834688347
OK,TRUE,Oklahoma,2015-07-01,Percent with drugs specified,96.7257844475
OK,TRUE,Oklahoma,2015-08-01,Percent with drugs specified,96.1485557084
OK,TRUE,Oklahoma,2015-09-01,Percent with drugs specified,96.1002785515
OK,TRUE,Oklahoma,2015-10-01,Percent with drugs specified,96.265560166
OK,TRUE,Oklahoma,2015-11-01,Percent with drugs specified,96.4236588721
OK,TRUE,Oklahoma,2015-12-01,Percent with drugs specified,96.8144044321
OK,TRUE,Oklahoma,2016-01-01,Percent with drugs specified,96.5517241379
OK,TRUE,Oklahoma,2016-02-01,Percent with drugs specified,96.1971830986
OK,TRUE,Oklahoma,2016-03-01,Percent with drugs specified,96.1318051576
OK,TRUE,Oklahoma,2016-04-01,Percent with drugs specified,95.9269662921
OK,TRUE,Oklahoma,2016-05-01,Percent with drugs specified,95.5040871935
OK,TRUE,Oklahoma,2016-06-01,Percent with drugs specified,95.7359009629
OK,TRUE,Oklahoma,2016-07-01,Percent with drugs specified,96.1436170213
OK,TRUE,Oklahoma,2016-08-01,Percent with drugs specified,96.2239583333
OK,TRUE,Oklahoma,2016-09-01,Percent with drugs specified,96.0578186597
OK,TRUE,Oklahoma,2016-10-01,Percent with drugs specified,96.3917525773
OK,TRUE,Oklahoma,2016-11-01,Percent with drugs specified,96.3917525773
OK,TRUE,Oklahoma,2016-12-01,Percent with drugs specified,96.2640099626
OK,TRUE,Oklahoma,2017-01-01,Percent with drugs specified,96.1492178099
OK,TRUE,Oklahoma,2017-02-01,Percent with drugs specified,96.2829736211
OK,TRUE,Oklahoma,2017-03-01,Percent with drugs specified,96.449704142
OK,TRUE,Oklahoma,2017-04-01,Percent with drugs specified,96.5801886792
OK,TRUE,Oklahoma,2017-05-01,Percent with drugs specified,96.984318456
OK,TRUE,Oklahoma,2017-06-01,Percent with drugs specified,96.5801886792
OK,TRUE,Oklahoma,2017-07-01,Percent with drugs specified,96.694214876
OK,TRUE,Oklahoma,2017-08-01,Percent with drugs specified,96.6952264382
OK,TRUE,Oklahoma,2017-09-01,Percent with drugs specified,96.4634146341
OK,TRUE,Oklahoma,2017-10-01,Percent with drugs specified,96.2025316456
OK,TRUE,Oklahoma,2015-01-01,Psychostimulants with abuse potential (T43.6),164
OK,TRUE,Oklahoma,2015-02-01,Psychostimulants with abuse potential (T43.6),171
OK,TRUE,Oklahoma,2015-03-01,Psychostimulants with abuse potential (T43.6),170
OK,TRUE,Oklahoma,2015-04-01,Psychostimulants with abuse potential (T43.6),168
OK,TRUE,Oklahoma,2015-05-01,Psychostimulants with abuse potential (T43.6),170
OK,TRUE,Oklahoma,2015-06-01,Psychostimulants with abuse potential (T43.6),182
OK,TRUE,Oklahoma,2015-07-01,Psychostimulants with abuse potential (T43.6),180
OK,TRUE,Oklahoma,2015-08-01,Psychostimulants with abuse potential (T43.6),181
OK,TRUE,Oklahoma,2015-09-01,Psychostimulants with abuse potential (T43.6),193
OK,TRUE,Oklahoma,2015-10-01,Psychostimulants with abuse potential (T43.6),198
OK,TRUE,Oklahoma,2015-11-01,Psychostimulants with abuse potential (T43.6),203
OK,TRUE,Oklahoma,2015-12-01,Psychostimulants with abuse potential (T43.6),199
OK,TRUE,Oklahoma,2016-01-01,Psychostimulants with abuse potential (T43.6),197
OK,TRUE,Oklahoma,2016-02-01,Psychostimulants with abuse potential (T43.6),197
OK,TRUE,Oklahoma,2016-03-01,Psychostimulants with abuse potential (T43.6),201
OK,TRUE,Oklahoma,2016-04-01,Psychostimulants with abuse potential (T43.6),205
OK,TRUE,Oklahoma,2016-05-01,Psychostimulants with abuse potential (T43.6),215
OK,TRUE,Oklahoma,2016-06-01,Psychostimulants with abuse potential (T43.6),212
OK,TRUE,Oklahoma,2016-07-01,Psychostimulants with abuse potential (T43.6),229
OK,TRUE,Oklahoma,2016-08-01,Psychostimulants with abuse potential (T43.6),241
OK,TRUE,Oklahoma,2016-09-01,Psychostimulants with abuse potential (T43.6),238
OK,TRUE,Oklahoma,2016-10-01,Psychostimulants with abuse potential (T43.6),251
OK,TRUE,Oklahoma,2016-11-01,Psychostimulants with abuse potential (T43.6),256
OK,TRUE,Oklahoma,2016-12-01,Psychostimulants with abuse potential (T43.6),267
OK,TRUE,Oklahoma,2017-01-01,Psychostimulants with abuse potential (T43.6),267
OK,TRUE,Oklahoma,2017-02-01,Psychostimulants with abuse potential (T43.6),276
OK,TRUE,Oklahoma,2017-03-01,Psychostimulants with abuse potential (T43.6),275
OK,TRUE,Oklahoma,2017-04-01,Psychostimulants with abuse potential (T43.6),283
OK,TRUE,Oklahoma,2017-05-01,Psychostimulants with abuse potential (T43.6),286
OK,TRUE,Oklahoma,2017-06-01,Psychostimulants with abuse potential (T43.6),294
OK,TRUE,Oklahoma,2017-07-01,Psychostimulants with abuse potential (T43.6),300
OK,TRUE,Oklahoma,2017-08-01,Psychostimulants with abuse potential (T43.6),293
OK,TRUE,Oklahoma,2017-09-01,Psychostimulants with abuse potential (T43.6),295
OK,TRUE,Oklahoma,2017-10-01,Psychostimulants with abuse potential (T43.6),289
OK,TRUE,Oklahoma,2015-01-01,"Synthetic opioids, excl. methadone (T40.4)",72
OK,TRUE,Oklahoma,2015-02-01,"Synthetic opioids, excl. methadone (T40.4)",78
OK,TRUE,Oklahoma,2015-03-01,"Synthetic opioids, excl. methadone (T40.4)",76
OK,TRUE,Oklahoma,2015-04-01,"Synthetic opioids, excl. methadone (T40.4)",81
OK,TRUE,Oklahoma,2015-05-01,"Synthetic opioids, excl. methadone (T40.4)",79
OK,TRUE,Oklahoma,2015-06-01,"Synthetic opioids, excl. methadone (T40.4)",89
OK,TRUE,Oklahoma,2015-07-01,"Synthetic opioids, excl. methadone (T40.4)",93
OK,TRUE,Oklahoma,2015-08-01,"Synthetic opioids, excl. methadone (T40.4)",89
OK,TRUE,Oklahoma,2015-09-01,"Synthetic opioids, excl. methadone (T40.4)",87
OK,TRUE,Oklahoma,2015-10-01,"Synthetic opioids, excl. methadone (T40.4)",92
OK,TRUE,Oklahoma,2015-11-01,"Synthetic opioids, excl. methadone (T40.4)",94
OK,TRUE,Oklahoma,2015-12-01,"Synthetic opioids, excl. methadone (T40.4)",92
OK,TRUE,Oklahoma,2016-01-01,"Synthetic opioids, excl. methadone (T40.4)",93
OK,TRUE,Oklahoma,2016-02-01,"Synthetic opioids, excl. methadone (T40.4)",93
OK,TRUE,Oklahoma,2016-03-01,"Synthetic opioids, excl. methadone (T40.4)",96
OK,TRUE,Oklahoma,2016-04-01,"Synthetic opioids, excl. methadone (T40.4)",95
OK,TRUE,Oklahoma,2016-05-01,"Synthetic opioids, excl. methadone (T40.4)",102
OK,TRUE,Oklahoma,2016-06-01,"Synthetic opioids, excl. methadone (T40.4)",90
OK,TRUE,Oklahoma,2016-07-01,"Synthetic opioids, excl. methadone (T40.4)",89
OK,TRUE,Oklahoma,2016-08-01,"Synthetic opioids, excl. methadone (T40.4)",97
OK,TRUE,Oklahoma,2016-09-01,"Synthetic opioids, excl. methadone (T40.4)",99
OK,TRUE,Oklahoma,2016-10-01,"Synthetic opioids, excl. methadone (T40.4)",91
OK,TRUE,Oklahoma,2016-11-01,"Synthetic opioids, excl. methadone (T40.4)",88
OK,TRUE,Oklahoma,2016-12-01,"Synthetic opioids, excl. methadone (T40.4)",95
OK,TRUE,Oklahoma,2017-01-01,"Synthetic opioids, excl. methadone (T40.4)",102
OK,TRUE,Oklahoma,2017-02-01,"Synthetic opioids, excl. methadone (T40.4)",105
OK,TRUE,Oklahoma,2017-03-01,"Synthetic opioids, excl. methadone (T40.4)",105
OK,TRUE,Oklahoma,2017-04-01,"Synthetic opioids, excl. methadone (T40.4)",109
OK,TRUE,Oklahoma,2017-05-01,"Synthetic opioids, excl. methadone (T40.4)",103
OK,TRUE,Oklahoma,2017-06-01,"Synthetic opioids, excl. methadone (T40.4)",103
OK,TRUE,Oklahoma,2017-07-01,"Synthetic opioids, excl. methadone (T40.4)",106
OK,TRUE,Oklahoma,2017-08-01,"Synthetic opioids, excl. methadone (T40.4)",101
OK,TRUE,Oklahoma,2017-09-01,"Synthetic opioids, excl. methadone (T40.4)",103
OK,TRUE,Oklahoma,2017-10-01,"Synthetic opioids, excl. methadone (T40.4)",101
OR,TRUE,Oregon,2015-01-01,Cocaine (T40.5),20
OR,TRUE,Oregon,2015-02-01,Cocaine (T40.5),19
OR,TRUE,Oregon,2015-03-01,Cocaine (T40.5),18
OR,TRUE,Oregon,2015-04-01,Cocaine (T40.5),18
OR,TRUE,Oregon,2015-05-01,Cocaine (T40.5),14
OR,TRUE,Oregon,2015-06-01,Cocaine (T40.5),19
OR,TRUE,Oregon,2015-07-01,Cocaine (T40.5),21
OR,TRUE,Oregon,2015-08-01,Cocaine (T40.5),22
OR,TRUE,Oregon,2015-09-01,Cocaine (T40.5),23
OR,TRUE,Oregon,2015-10-01,Cocaine (T40.5),24
OR,TRUE,Oregon,2015-11-01,Cocaine (T40.5),24
OR,TRUE,Oregon,2015-12-01,Cocaine (T40.5),24
OR,TRUE,Oregon,2016-01-01,Cocaine (T40.5),23
OR,TRUE,Oregon,2016-02-01,Cocaine (T40.5),22
OR,TRUE,Oregon,2016-03-01,Cocaine (T40.5),22
OR,TRUE,Oregon,2016-04-01,Cocaine (T40.5),23
OR,TRUE,Oregon,2016-05-01,Cocaine (T40.5),25
OR,TRUE,Oregon,2016-06-01,Cocaine (T40.5),21
OR,TRUE,Oregon,2016-07-01,Cocaine (T40.5),20
OR,TRUE,Oregon,2016-08-01,Cocaine (T40.5),24
OR,TRUE,Oregon,2016-09-01,Cocaine (T40.5),28
OR,TRUE,Oregon,2016-10-01,Cocaine (T40.5),30
